Producto;Cantidad;Categoría;Fecha/Hora;Valor del Descuento;Motivo del Descuento;Ventas NETAS;Tipo de Venta;Opción de Comer;Código Fiscal;Impuesto;Ventas TOTALES;Precio de Coste;Margen;Método de Pago;Nominal;A/C Ref;Notas;Identificación del Cliente;ProductId
Copia A4 B/N;1.0000;Copisteria;06/06/2026 12:39:59;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;06/06/2026 12:39:59;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;14.0000;Copisteria;06/06/2026 12:37:57;0.0000;;1.74000;Eat in;0;;0.36;2.10000;0.70000;1.04000;Tarjeta;;;;;2160044
Copia A4 B/N;12.0000;Copisteria;06/06/2026 12:37:57;0.0000;;1.49000;Eat in;0;;0.31;1.80000;0.60000;0.89000;Tarjeta;;;;;2160044
Copia A4 B/N;14.0000;Copisteria;06/06/2026 12:37:57;0.0000;;1.74000;Eat in;0;;0.36;2.10000;0.70000;1.04000;Tarjeta;;;;;2160044
Copia A4 B/N;9.0000;Copisteria;06/06/2026 12:37:57;0.0000;;1.12000;Eat in;0;;0.23;1.35000;0.45000;0.67000;Tarjeta;;;;;2160044
Copia A4 B/N;18.0000;Copisteria;06/06/2026 12:37:57;0.0000;;2.23000;Eat in;0;;0.47;2.70000;0.90000;1.33000;Tarjeta;;;;;2160044
Papel de regalo Design 0.7x2m;1.0000;Juegos y regalos;06/06/2026 12:37:28;0.0000;;1.74000;Eat in;0;;0.36;2.10000;0.96200;0.77800;Tarjeta;;;;;2160770
Navigator 80;1.0000;Papel de oficina y etiquetas;06/06/2026 12:33:52;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Tarjeta;;;;;2159676
Doble Cara A4 B/N;6.0000;Copisteria;06/06/2026 12:21:36;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.30000;0.94000;Tarjeta;;;;;2160046
Cartulinas Blancas 50x65;1.0000;Escolar y manualidades;06/06/2026 12:14:52;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.34300;0.48700;Efectivo;;;;;2162600
A4 Color Cartulina;1.0000;Copisteria;06/06/2026 12:14:35;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.25000;0.33000;Tarjeta;;;;;2162971
A4 Color Cartulina;1.0000;Copisteria;06/06/2026 12:14:35;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.25000;0.33000;Tarjeta;;;;;2162971
Copia A4 B/N;10.0000;Copisteria;06/06/2026 11:41:53;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.50000;0.74000;Tarjeta;;;;;2160044
Copia A4 Color;8.0000;Copisteria;06/06/2026 11:41:53;0.0000;;2.98000;Eat in;0;;0.62;3.60000;0.40000;2.58000;Tarjeta;;;;;2160049
Rosado Fun 1.6;1.0000;Bolígrafos;06/06/2026 11:38:00;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.19700;0.38300;Tarjeta;;;;;2155701
Menor Igual A5;1.0000;Copisteria;06/06/2026 11:36:37;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.05000;1.19000;Tarjeta;;;;;2160070
Copia A4 Color;1.0000;Copisteria;06/06/2026 11:36:37;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Recambio Pluma Pelikan 4001 Negro TP/6;1.0000;Bolígrafos;06/06/2026 11:31:48;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.50000;0.49000;Tarjeta;;;;;2154103
Copia A4 B/N;34.0000;Copisteria;06/06/2026 11:31:48;0.0000;;4.21000;Eat in;0;;0.89;5.10000;1.70000;2.51000;Tarjeta;;;;;2160044
Sobre con fuelle  Velcro. A4;1.0000;Oficina;06/06/2026 11:31:48;0.0000;;1.12000;Eat in;0;;0.23;1.35000;0.81000;0.31000;Tarjeta;;;;;2189792
Cera Manley 6 colores;1.0000;Escolar y manualidades;06/06/2026 11:11:05;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.99000;0.66000;Efectivo;;;;;2150705
Textiliner 48  Amarillo;1.0000;Resaltadores;06/06/2026 11:09:34;0.0000;;1.07000;Eat in;0;;0.23;1.30000;0.45000;0.62000;Tarjeta;;;;;2154275
Textiliner 48  Verde;1.0000;Resaltadores;06/06/2026 11:09:34;0.0000;;1.07000;Eat in;0;;0.23;1.30000;0.45000;0.62000;Tarjeta;;;;;2154282
2ª Pag;3.0000;Copisteria;06/06/2026 11:09:02;0.0000;;0.30000;Eat in;0;;0.06;0.36000;0.15000;0.15000;Tarjeta;;;;;2160067
1ª Página;1.0000;Copisteria;06/06/2026 11:09:02;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Tarjeta;;;;;2160065
Pizarra Board Master  M ;1.0000;Rotuladores y marcadores;06/06/2026 10:56:39;0.0000;;1.56000;Eat in;0;;0.33;1.89000;0.98000;0.58000;Credit;;;;338389;2290494
Lisas Apli 10h 20x75;3.0000;Papel;06/06/2026 10:56:39;0.0000;;3.84000;Eat in;0;;0.81;4.65000;2.40000;1.44000;Credit;;;;338389;2151913
Clips No. 2 plata APLI 100und.;1.0000;Otros;06/06/2026 10:26:47;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.29000;0.33000;Tarjeta;;;;;2196395
Maletin 100 pegatinas Animales baby Playtime;1.0000;Juegos y regalos;06/06/2026 10:26:47;0.0000;;6.53000;Eat in;0;;1.37;7.90000;3.64000;2.89000;Tarjeta;;;;;2150450
2ª Pag;7.0000;Copisteria;05/06/2026 19:36:26;0.0000;;0.69000;Eat in;0;;0.15;0.84000;0.35000;0.34000;Tarjeta;;;;;2160067
1ª Página;1.0000;Copisteria;05/06/2026 19:36:26;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Tarjeta;;;;;2160065
Tijera Maped Kidi;1.0000;Oficina;05/06/2026 19:09:05;0.0000;;1.61000;Eat in;0;;0.34;1.95000;1.20000;0.41000;Tarjeta;;;;;2157039
Copia A4 Color;7.0000;Copisteria;05/06/2026 18:52:05;0.0000;;2.60000;Eat in;0;;0.55;3.15000;0.35000;2.25000;Efectivo;;;;;2160049
Dibujo Create Paw Patrol ;1.0000;Escolar y manualidades;05/06/2026 18:52:05;0.0000;;3.51000;Eat in;0;;0.74;4.25000;2.40000;1.11000;Efectivo;;;;;2152092
Copia A4 Color;1.0000;Copisteria;05/06/2026 18:50:44;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Doble Cara A4 B/N;32.0000;Copisteria;05/06/2026 18:08:03;0.0000;;6.61000;Eat in;0;;1.39;8.00000;1.60000;5.01000;Tarjeta;;;;;2160046
Servicio menor a 1 hora;1.0000;;05/06/2026 18:08:03;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Encuadernación peq;1.0000;Copisteria;05/06/2026 18:08:03;0.0000;;2.56000;Eat in;0;;0.54;3.10000;0.05000;2.51000;Tarjeta;;;;;2160057
A4 120g doble Cara Color.;1.0000;Copisteria;05/06/2026 18:06:27;0.0000;;1.50000;Eat in;0;;0.00;1.50000;0.05000;1.45000;Tarjeta;;;;;2229209
A4 120g doble Cara Color.;1.0000;Copisteria;05/06/2026 18:06:27;0.0000;;1.50000;Eat in;0;;0.00;1.50000;0.05000;1.45000;Tarjeta;;;;;2229209
A4 120g doble Cara Color.;1.0000;Copisteria;05/06/2026 18:06:27;0.0000;;1.50000;Eat in;0;;0.00;1.50000;0.05000;1.45000;Tarjeta;;;;;2229209
Doble Cara A4 B/N;12.0000;Copisteria;05/06/2026 17:44:40;0.0000;;2.48000;Eat in;0;;0.52;3.00000;0.60000;1.88000;Tarjeta;;;;;2160046
Servicio menor a 1 hora;1.0000;;05/06/2026 17:44:40;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Super R6 6m;1.0000;Escritura;05/06/2026 17:42:58;0.0000;;2.52000;Eat in;0;;0.53;3.05000;1.68000;0.84000;Efectivo;;;;;2157019
Sobre A4+;4.0000;Papel;05/06/2026 17:27:29;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.48000;0.35000;Efectivo;;;;;2162197
Sobre A4+;1.0000;Papel;05/06/2026 17:17:16;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.12000;0.09000;Tarjeta;;;;;2162197
Copia A4 B/N;1.0000;Copisteria;05/06/2026 13:49:17;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;2.0000;Copisteria;05/06/2026 13:47:33;0.0000;;0.25000;Eat in;0;;0.05;0.30000;0.10000;0.15000;Efectivo;;;;;2160044
Copia A4 B/N;6.0000;Copisteria;05/06/2026 13:46:10;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.30000;0.44000;Efectivo;;;;;2160044
Copia A4 Color;1.0000;Copisteria;05/06/2026 13:31:45;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Menor Igual A5;1.0000;Copisteria;05/06/2026 13:31:45;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.05000;1.19000;Tarjeta;;;;;2160070
V Ball 0.7 Verde;1.0000;Bolígrafos;05/06/2026 13:21:15;0.0000;;2.31000;Eat in;0;;0.49;2.80000;1.15000;1.16000;Tarjeta;;;;;2152798
V Ball 0.7 Negro;1.0000;Bolígrafos;05/06/2026 13:21:15;0.0000;;2.31000;Eat in;0;;0.49;2.80000;1.15000;1.16000;Tarjeta;;;;;2152796
V Ball 0.7 Negro;1.0000;Bolígrafos;05/06/2026 13:21:15;0.0000;;2.31000;Eat in;0;;0.49;2.80000;1.15000;1.16000;Tarjeta;;;;;2152796
Mariola Azul con solapas 1045;1.0000;Oficina;05/06/2026 13:14:48;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.45000;0.21000;Efectivo;;;;369030;2157159
Permanente 1200 Azul;1.0000;Rotuladores y marcadores;05/06/2026 13:14:48;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.46000;0.53000;Efectivo;;;;369030;2162588
Permanente 1200 Azul;1.0000;Rotuladores y marcadores;05/06/2026 13:14:48;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.46000;0.53000;Efectivo;;;;369030;2162588
Doble Cara A4 B/N;20.0000;Copisteria;05/06/2026 12:42:30;0.0000;;4.13000;Eat in;0;;0.87;5.00000;1.00000;3.13000;Efectivo;;;;;2160046
Copia A3 Doble Cara Color;6.0000;Copisteria;05/06/2026 12:34:24;0.0000;;5.95000;Eat in;0;;1.25;7.20000;0.30000;5.65000;Tarjeta;;;;;2160052
Bolsa regalo globos pequeña;1.0000;Otros;05/06/2026 12:27:13;0.0000;;1.45000;Eat in;0;;0.30;1.75000;0.70000;0.75000;Tarjeta;;;;;2150569
Copia A4 B/N;1.0000;Copisteria;05/06/2026 12:25:47;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;3.0000;Copisteria;05/06/2026 12:23:55;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.15000;0.22000;Tarjeta;;;;;2160044
Copia A4 B/N;50.0000;Copisteria;05/06/2026 11:31:06;0.0000;;6.20000;Eat in;0;;1.30;7.50000;2.50000;3.70000;Efectivo;;;;;2160044
Copia A4 B/N;15.0000;Copisteria;05/06/2026 11:21:46;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.75000;1.11000;Efectivo;;;;;2160044
Fundas Multilastradas A5;1.0000;Copisteria;05/06/2026 11:21:46;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04000;0.17000;Efectivo;;;;;2162595
Fundas Multilastradas A5;1.0000;Copisteria;05/06/2026 10:54:35;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04000;0.17000;Efectivo;;;;;2162595
Copia A4 Color;1.0000;Copisteria;05/06/2026 10:54:35;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Carchiplas 30H Stars Fundas Reforzadas;1.0000;Cuadernos y bloc;05/06/2026 10:52:13;0.0000;;6.74000;Eat in;0;;1.41;8.15000;5.25000;1.49000;Tarjeta;;;;;2291094
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;05/06/2026 10:52:13;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2157225
Roller Elegante Amarillo ;1.0000;Bolígrafos;05/06/2026 10:45:32;0.0000;;1.78000;Eat in;0;;0.37;2.15000;1.15000;0.63000;Tarjeta;;;;;2153327
Copia A4 B/N;22.0000;Copisteria;05/06/2026 10:45:32;0.0000;;2.73000;Eat in;0;;0.57;3.30000;1.10000;1.63000;Tarjeta;;;;;2160044
4 colores basic Bic.;2.0000;Bolígrafos;05/06/2026 9:55:44;0.0000;;4.13000;Eat in;0;;0.87;5.00000;2.44000;1.69000;Tarjeta;;;;;2254948
Copia A4 B/N;1.0000;Copisteria;05/06/2026 9:54:54;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Tijera Maped Kidi;1.0000;Oficina;05/06/2026 9:44:21;0.0000;;1.61000;Eat in;0;;0.34;1.95000;1.20000;0.41000;Tarjeta;;;;;2157039
Borrable Animal Colorino;1.0000;Rotuladores y marcadores;05/06/2026 9:44:21;0.0000;;1.53000;Eat in;0;;0.32;1.85000;0.75000;0.78000;Tarjeta;;;;;2306557
Doble Cara A4 B/N;6.0000;Copisteria;04/06/2026 20:04:00;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.30000;0.94000;Tarjeta;;;;;2160046
Doble Cara A4 B/N;7.0000;Copisteria;04/06/2026 19:42:35;0.0000;;1.45000;Eat in;0;;0.30;1.75000;0.35000;1.10000;Efectivo;;;;;2160046
Navigator 80;1.0000;Papel de oficina y etiquetas;04/06/2026 19:32:26;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Tarjeta;;;;;2159676
Grapas 26/6 Petrus.;1.0000;Oficina;04/06/2026 19:32:26;0.0000;;1.10100;Eat in;0;;0.23;1.33100;0.81000;0.29100;Tarjeta;;;;;2164895
Navigator 80;1.0000;Papel de oficina y etiquetas;04/06/2026 19:32:26;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Tarjeta;;;;;2159676
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;04/06/2026 19:32:26;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2157225
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;04/06/2026 19:32:26;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2157225
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;04/06/2026 19:32:26;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2157225
Servicio menor a 1 hora;1.0000;;04/06/2026 19:32:26;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Boss Original Nature Colors;1.0000;Rotuladores y marcadores;04/06/2026 19:32:26;0.0000;;5.25000;Eat in;0;;1.10;6.35000;2.86000;2.39000;Tarjeta;;;;;2377734
Big Dream Girls decorativo;1.0000;Artículos generales;04/06/2026 19:25:16;0.0000;;2.07000;Eat in;0;;0.43;2.50000;1.00000;1.07000;Tarjeta;;;;;2156373
Sobre Carta;15.0000;Papel;04/06/2026 19:05:06;0.0000;;2.48000;Eat in;0;;0.52;3.00000;0.63000;1.85000;Credit;;;;338389;2162576
Copia A4 B/N;7.0000;Copisteria;04/06/2026 18:57:24;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.35000;0.52000;Efectivo;;;;;2160044
Permanente Lumocolor Negro M;1.0000;Rotuladores y marcadores;04/06/2026 18:34:39;0.0000;;2.11000;Eat in;0;;0.44;2.55000;0.89000;1.22000;Tarjeta;;;;;2152691
Copia A4 B/N;10.0000;Copisteria;04/06/2026 18:34:39;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.50000;0.74000;Tarjeta;;;;;2160044
Servicio menor a 1 hora;1.0000;;04/06/2026 18:34:39;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Sobre Velcro A4 Ref 90111 variado;3.0000;Oficina;04/06/2026 18:31:04;0.0000;;3.10000;Eat in;0;;0.65;3.75000;1.80000;1.30000;Tarjeta;;;;;2157225
Copia A4 B/N;38.0000;Copisteria;04/06/2026 18:31:04;0.0000;;4.71000;Eat in;0;;0.99;5.70000;1.90000;2.81000;Tarjeta;;;;;2160044
Copia A4 B/N;21.0000;Copisteria;04/06/2026 18:31:04;0.0000;;2.60000;Eat in;0;;0.55;3.15000;1.05000;1.55000;Tarjeta;;;;;2160044
Doble Cara A4 B/N;1.0000;Copisteria;04/06/2026 18:31:04;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Tarjeta;;;;;2160046
Doble Cara A4 B/N;1.0000;Copisteria;04/06/2026 18:31:04;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Tarjeta;;;;;2160046
Big Dream Girls decorativo;1.0000;Artículos generales;04/06/2026 18:23:39;0.0000;;2.07000;Eat in;0;;0.43;2.50000;1.00000;1.07000;Efectivo;;;;;2156373
Copia A4 B/N;8.0000;Copisteria;04/06/2026 18:23:20;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.40000;0.59000;Tarjeta;;;;;2160044
Permanente Rojo F CD/DVD;1.0000;Rotuladores y marcadores;04/06/2026 18:20:55;0.0000;;1.98000;Eat in;0;;0.42;2.40000;0.49000;1.49000;Efectivo;;;;;2152702
Copia A4 B/N;1.0000;Copisteria;04/06/2026 18:20:36;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;04/06/2026 18:20:36;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Pack 24 aquarela;1.0000;Colores y pintura;04/06/2026 18:19:51;0.0000;;8.72000;Eat in;0;;1.83;10.55000;6.17000;2.55000;Efectivo;;;;;2155371
A4 Cartulina B/N;1.0000;Copisteria;04/06/2026 18:19:51;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.00000;0.58000;Efectivo;;;;;2168196
Uni PC-1M 0.7mm 46;1.0000;Rotuladores y marcadores;04/06/2026 18:19:51;0.0000;;5.50000;Eat in;0;;1.15;6.65000;3.20000;2.30000;Efectivo;;;;;2156109
Copia A4 B/N;22.0000;Copisteria;04/06/2026 18:04:40;0.0000;;2.73000;Eat in;0;;0.57;3.30000;1.10000;1.63000;Tarjeta;;;;;2160044
Copia A4 Color;1.0000;Copisteria;04/06/2026 18:04:40;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;04/06/2026 18:04:40;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;04/06/2026 17:58:49;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
1ª Página;1.0000;Copisteria;04/06/2026 17:58:49;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Efectivo;;;;;2160065
Fichas Praxton No.3 rayadas.;1.0000;Papel;04/06/2026 17:48:37;0.0000;;2.27000;Eat in;0;;0.48;2.75000;1.29000;0.98000;Tarjeta;;;;;2242025
Afilador Faber-Castell deposito trans;1.0000;Lápices y portaminas;04/06/2026 17:46:50;0.0000;;1.65000;Take Out;1;;0.35;2.00000;0.47000;1.18000;Glovo;;;;;2157000
Navigator 80;1.0000;Papel de oficina y etiquetas;04/06/2026 17:46:50;0.0000;;7.48000;Take Out;1;;1.57;9.05000;3.89000;3.59000;Glovo;;;;;2159676
Goma Milán 430;1.0000;Artículos generales;04/06/2026 17:46:50;0.0000;;0.66000;Take Out;1;;0.14;0.80000;0.13400;0.52600;Glovo;;;;;2156974
Noris HB ;5.0000;Lápices y portaminas;04/06/2026 17:46:50;0.0000;;4.13000;Take Out;1;;0.87;5.00000;1.45000;2.68000;Glovo;;;;;2160892
Lapiz Color Kids 24;1.0000;Lápices y portaminas;04/06/2026 17:46:50;0.0000;;5.66000;Take Out;1;;1.19;6.85000;3.41000;2.25000;Glovo;;;;;2155317
Navigator 80;1.0000;Papel de oficina y etiquetas;04/06/2026 17:31:57;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Tarjeta;;;;;2159676
Copia A4 B/N;5.0000;Copisteria;04/06/2026 17:27:47;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.25000;0.37000;Tarjeta;;;;;2160044
Jetstream 1.0 Azul;1.0000;Bolígrafos;04/06/2026 17:16:33;0.0000;;1.61000;Eat in;0;;0.34;1.95000;0.75000;0.86000;Tarjeta;;;;;2261891
Cartulinas Blancas 50x65;1.0000;Escolar y manualidades;04/06/2026 17:07:29;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.34300;0.48700;Efectivo;;;;;2162600
Compas Maped Metal 250mm;1.0000;Escolar y manualidades;04/06/2026 17:07:19;0.0000;;3.60000;Eat in;0;;0.75;4.35000;1.51000;2.09000;Tarjeta;;;;;2151912
Panini Cromos Adrenalyn Mundial 2026;6.0000;Otros;04/06/2026 17:00:56;0.0000;;9.92000;Eat in;0;;2.08;12.00000;9.78000;0.14000;Tarjeta;;;;;2272968
Fundas Multilastradas A5;3.0000;Copisteria;04/06/2026 13:34:00;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.12000;0.50000;Tarjeta;;;;;2162595
Tarjetas Felicidades Arguval A5.;1.0000;Juegos y regalos;04/06/2026 13:32:55;0.0000;;1.82000;Eat in;0;;0.38;2.20000;1.10000;0.72000;Efectivo;;;;;2160593
A4 Color Cartulina;1.0000;Copisteria;04/06/2026 13:32:55;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.25000;0.33000;Efectivo;;;;;2162971
Copia A4 Color;1.0000;Copisteria;04/06/2026 13:19:24;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;04/06/2026 13:19:24;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
A4 Color Cartulina;1.0000;Copisteria;04/06/2026 13:18:39;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.25000;0.33000;Tarjeta;;;;;2162971
Copia A4 B/N;1.0000;Copisteria;04/06/2026 13:06:54;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;04/06/2026 13:06:54;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Doble Cara A4 B/N;3.0000;Copisteria;04/06/2026 12:49:05;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.15000;0.47000;Efectivo;;;;;2160046
1ª Página;1.0000;Copisteria;04/06/2026 12:28:45;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Tarjeta;;;;;2160065
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;04/06/2026 12:28:45;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2157225
2ª Pag;49.0000;Copisteria;04/06/2026 12:28:45;0.0000;;4.86000;Eat in;0;;1.02;5.88000;2.45000;2.41000;Tarjeta;;;;;2160067
Doble Cara A4 B/N;7.0000;Copisteria;04/06/2026 12:23:43;0.0000;;1.45000;Eat in;0;;0.30;1.75000;0.35000;1.10000;Tarjeta;;;;;2160046
Doble Cara A4 B/N;11.0000;Copisteria;04/06/2026 12:23:43;0.0000;;2.27000;Eat in;0;;0.48;2.75000;0.55000;1.72000;Tarjeta;;;;;2160046
MP 80g 500H;1.0000;Papel de oficina y etiquetas;04/06/2026 12:17:59;0.0000;;5.99000;Eat in;0;;1.26;7.25000;3.77000;2.22000;Tarjeta;;;;;2162871
Copia A4 B/N;1.0000;Copisteria;04/06/2026 12:16:51;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;04/06/2026 12:16:51;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Tarjetas Felicidades Arguval A5.;1.0000;Juegos y regalos;04/06/2026 12:09:40;0.0000;;1.82000;Eat in;0;;0.38;2.20000;1.10000;0.72000;Efectivo;;;;;2160593
1ª Página;1.0000;Copisteria;04/06/2026 12:02:44;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Tarjeta;;;;;2160065
Point 88 Fine 0.4 88/57;1.0000;Rotuladores y marcadores;04/06/2026 11:37:29;0.0000;;1.07000;Eat in;0;;0.23;1.30000;0.52000;0.55000;Efectivo;;;;;2155931
Plastico 20 cm;1.0000;Escolar y manualidades;04/06/2026 11:37:29;0.0000;;0.45000;Eat in;0;;0.10;0.55000;0.21000;0.24000;Efectivo;;;;;2154645
Copia A4 B/N;2.0000;Copisteria;04/06/2026 11:23:25;0.0000;;0.25000;Eat in;0;;0.05;0.30000;0.10000;0.15000;Tarjeta;;;;;2160044
Etiqueta Blanco y Negro;1.0000;Copisteria;04/06/2026 11:18:07;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160061
Copia A4 B/N;6.0000;Copisteria;04/06/2026 11:16:35;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.30000;0.44000;Tarjeta;;;;;2160044
Copia A4 B/N;5.0000;Copisteria;04/06/2026 11:16:35;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.25000;0.37000;Tarjeta;;;;;2160044
Permanente Lumocolor Negro M;1.0000;Rotuladores y marcadores;04/06/2026 11:16:35;0.0000;;2.11000;Eat in;0;;0.44;2.55000;0.89000;1.22000;Tarjeta;;;;;2152691
Copia A4 Color;1.0000;Copisteria;04/06/2026 11:16:35;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Fundas Multilastradas A5;2.0000;Copisteria;04/06/2026 11:16:35;0.0000;;0.41000;Eat in;0;;0.09;0.50000;0.08000;0.33000;Tarjeta;;;;;2162595
Cinta carrocero fina Nopi;1.0000;Oficina;04/06/2026 11:16:35;0.0000;;2.52000;Eat in;0;;0.53;3.05000;1.43000;1.09000;Tarjeta;;;;;2227005
Copia A4 B/N;1.0000;Copisteria;04/06/2026 11:10:36;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;04/06/2026 11:10:36;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;2.0000;Copisteria;04/06/2026 10:56:17;0.0000;;0.25000;Eat in;0;;0.05;0.30000;0.10000;0.15000;Efectivo;;;;;2160044
